boletin,fecha,materia,articulo,sesion,tramite,quorum,resultado,SERGIO AGUIL?,JENNY ALVAREZ,PEDRO PABLO ALVAREZ-SALAMANCA,OSVALDO ANDRADE,CLAUDIO ARRIAGADA,PEPE AUTH,RAM?N BARROS,GERM?N BECKER,JAIME BELLOLIO,BERNARDO BERGER,GABRIEL BORIC,PEDRO BROWNE,CRISTI?N CAMPOS,KAROL CARIOLA,LAUTARO CARMONA,LORETO CARVAJAL,JUAN LUIS CASTRO,GUILLERMO CERONI,FUAD CHAHIN,MARCELO CH?VEZ,DANIELLA CICARDINI,JUAN ANTONIO COLOMA,ALDO CORNEJO,FELIPE DE MUSSY,ROJO EDWARDS,SERGIO ESPEJO,MARCOS ESPINOSA,FIDEL ESPINOZA,DANIEL FARCAS,RAM?N FAR?AS,MAYA FERN?NDEZ,IV?N FLORES,IV?N FUENTES,GONZALO FUENZALIDA,SERGIO GAHONA,REN? MANUEL GARC?A,CRISTINA GIRARDI,JOAQU?N GODOY,RODRIGO GONZ?LEZ,HUGO GUTI?RREZ,ROMILIO GUTI?RREZ,GUSTAVO HASB?N,JAVIER HERN?NDEZ,MARCELA HERNANDO,MAR?A JOS? HOFFMANN,MIGUEL ?NGEL ALVARADO,GIORGIO JACKSON,ENRIQUE JARAMILLO,CARLOS ABEL JARPA,TUCAPEL JIM?NEZ,JOS? ANTONIO KAST,FELIPE KAST,ISSA KORT,JOAQU?N LAV?N,LUIS LEMUS,ROBERTO LE?N,FELIPE LETELIER,PABLO LORENZINI,JAVIER MACAYA,ROSAURO MART?NEZ,PATRICIO MELERO,DANIEL MELO,FERNANDO MEZA,VLADO MIROSEVIC,ANDREA MOLINA,CRISTI?N MONCKEBERG,NICOL?S MONCKEBERG,MANUEL MONSALVE,CELSO MORALES,JUAN ENRIQUE MORANO,CLAUDIA NOGUEIRA,IV?N NORAMBUENA,DANIEL N??EZ,MARCO ANTONIO N??EZ,PAULINA N??EZ,SERGIO OJEDA,JOS? MIGUEL ORTIZ,CLEMIRA PACHECO,DENISE PASCAL,DIEGO PAULSEN,JOS? P?REZ,LEOPOLDO P?REZ,JAIME PILOWSKY,ROBERTO POBLETE,YASNA PROVOSTE,JORGE RATHGEB,RICARDO RINC?N,GASPAR RIVAS,ALBERTO ROBLES,LUIS ROCAFULL,KARLA RUBILAR,JORGE SABAG,MARCELA SABAT,REN? SAFFIRIO,RA?L SALD?VAR,DAVID SANDOVAL,ALEJANDRO SANTANA,MARCELO SCHILLING,ALEJANDRA SEP?LVEDA,GABRIEL SILBER,ERNESTO SILVA,LEONARDO SOTO,ARTURO SQUELLA,JORGE TARUD,GUILLERMO TEILLIER,V?CTOR TORRES,RENZO TRISOTTI,JOAQU?N TUMA,MARISOL TURRES,JORGE ULLOA,CHRISTIAN UR?ZAR,IGNACIO URRUTIA,OSVALDO URRUTIA,CAMILA VALLEJO,PATRICIO VALLESP?N,ENRIQUE VAN RYSSELBERGHE,MARIO VENEGAS,GERM?N VERDUGO,MAT?AS WALKER,FELIPE WARD
9336-25,20 de ago de 2014 13:13 hrs.,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N? 20.502, que crea el Ministerio del Interior y Seguridad P?blica, y la ley N? 18.961, Org?nica Constitucional de Carabineros","Art?culo 4?, cuya votaci?n separada ha sido solicitada",60,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,0,-5,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10
9336-25,20 de ago de 2014 13:12 hrs.,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N? 20.502, que crea el Ministerio del Interior y Seguridad P?blica, y la ley N? 18.961, Org?nica Constitucional de Carabineros",Art?culo 3? permanente,60,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9336-25,20 de ago de 2014 13:11 hrs.,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N? 20.502, que crea el Ministerio del Interior y Seguridad P?blica, y la ley N? 18.961, Org?nica Constitucional de Carabineros","Votaci?n particular del proyecto, con la salvedad del art?culo 3? permanente, por tratar una materia propia de ley org?nica constitucional y de los art?culos 4? y 5?, cuya votaci?n separada ha sido solicitada.",60,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9336-25,20 de ago de 2014 13:11 hrs.,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N? 20.502, que crea el Ministerio del Interior y Seguridad P?blica, y la ley N? 18.961, Org?nica Constitucional de Carabineros",Art?culo 3? permanente,60,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9336-25,20 de ago de 2014 13:10 hrs.,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N? 20.502, que crea el Ministerio del Interior y Seguridad P?blica, y la ley N? 18.961, Org?nica Constitucional de Carabineros","Votaci?n general del proyecto, con la salvedad del art?culo 3? permanente, por tratar una materia propia de ley org?nica constitucional",60,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9167-25,19 de ago de 2014 13:23 hrs.,Modifica el C?digo Penal en relaci?n con la figura del secuestro expr?s,"Art?culo ?nico del proyecto propuesto por la Comisi?n de Constituci?n, Legislaci?n y Justicia, que sustituye el art?culo ?nico aprobado por la Comisi?n de Seguridad Ciudadana",58,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,0,10,10,-5,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
9167-25,19 de ago de 2014 13:22 hrs.,Modifica el C?digo Penal en relaci?n con la figura del secuestro expr?s,,58,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
9383-05,19 de ago de 2014 13:22 hrs.,"Modifica el C?digo del Trabajo y la ley de Accidentes del Trabajo y Enfermedades Profesionales, en materia de trabajo portuario, estableciendo las obligaciones y beneficios que indica.",Enmiendas introducidas por el Senado al art?culo 4? del proyecto,58,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,-5,10,-5,10,0,10,10,10,10,10,0,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,-10,10,10,0,0,10,10,10,0,-10,10,10,-10,0,10,10,10,0,0,10,10,10,10,0,0,0,0,-10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,-5,10,10,10,10,-5,0,-10,10,10,10,10,10,0,0,10,-10,10,10,10,-5,0,10,10,10
9383-05,19 de ago de 2014 13:21 hrs.,"Modifica el C?digo del Trabajo y la ley de Accidentes del Trabajo y Enfermedades Profesionales, en materia de trabajo portuario, estableciendo las obligaciones y beneficios que indica.","Modificaciones introducidas por el Senado, con excepci?n de la enmienda al art?culo 4?",58,TERCER TR?MITE / INFORME ENMIENDAS DEL SENADO,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
9326-07,13 de ago de 2014 22:43 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,art?culo 4?,56,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,0,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:43 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,literal b) del numeral 4) del art?culo 3?,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-5,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:42 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,literal a) del numeral 4) del art?culo 3?,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:41 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 3) del art?culo 3?,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,0,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,10,10,-10
9326-07,13 de ago de 2014 22:41 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 2) del art?culo 3?,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:40 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,literal b) del numeral 1) del art?culo 3?,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,0,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,10,10,10,10,10,10,10,10,10,10,0,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,10,10,-10
9326-07,13 de ago de 2014 22:40 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,literal a) del numeral 1) del art?culo 3?,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:38 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,"Indicaci?n renovada de los diputados se?ores Jackson y Mirosevic, para sustituir el art?culo 24 de la ley N?19.884",56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,0,-5,-10,10,0,10,10,10,0,10,10,10,10,10,-10,10,-5,-10,10,10,10,0,10,10,10,10,-5,-10,-10,10,0,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-5,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-5,10,10,10,-5,10,10,10,10,0,10,-5,10,10,-5,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:37 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,"Indicaci?n renovada de los diputados se?ores Jackson y Mirosevic, para sustituir el art?culo 17 de la ley N?19.884",56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,0,-10,-10,10,0,10,10,10,10,10,10,10,10,10,-10,10,-5,0,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-5,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,10,10,10,0,10,-5,10,10,-5,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:37 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,,56,?NICO / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,0,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,10,10,10,0,10,-5,10,10,-5,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:35 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,"Indicaci?n renovada de los diputados se?ores Jackson y Mirosevic, para sustituir el art?culo 16 de la ley N?19.884",56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,0,-10,0,10,0,10,10,10,10,10,10,10,10,10,-10,10,-5,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-5,10,10,10,10,-10,10,-10,10,10,10,-10,10,10,10,10,0,0,-5,10,10,-5,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,10,10,-10
9326-07,13 de ago de 2014 22:34 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,,56,?NICO / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,10,10,10,0,0,-5,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:32 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,art?culo 2? del proyecto,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,-10,10,10,10,-10,0,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,0,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,0,10,10,-10,10,-5,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:31 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 16) del art?culo 1? del proyecto,56,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10
9326-07,13 de ago de 2014 22:31 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 14) del art?culo 1?,56,PRIMER TR?MITE / PRIMER INFORME,3/5,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,-5,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:30 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,"indicaci?n renovada de la UDI que sustituye el art?culo 180 de la ley N? 18.700, del numeral 14) del art?culo 1?",56,PRIMER TR?MITE / PRIMER INFORME,3/5,RECHAZADO,-10,-10,10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,0,10,-10,0,0,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,10,0,10,-10,-10,-10,10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-5,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,0,10,-10,10,10,-10,-10,10,-10,-10,-10,10
9326-07,13 de ago de 2014 22:29 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 13) del art?culo 1?,56,PRIMER TR?MITE / PRIMER INFORME,3/5,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,-5,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,-5,10,10,10,10,-10,10,10,-10,-10,10,10,0,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:28 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 12) del art?culo 1?,56,PRIMER TR?MITE / PRIMER INFORME,3/5,APROBADO,10,10,-10,0,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9326-07,13 de ago de 2014 22:27 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,"indicaci?n renovada de la UDI que sustituye el art?culo 179 de la ley N? 18.700, del numeral 12) del art?culo 1?",56,PRIMER TR?MITE / PRIMER INFORME,3/5,RECHAZADO,-10,-10,10,-10,-10,-10,10,-5,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,0,10,-10,0,0,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,-10,10,0,10,-10,-10,-10,10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-5,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,0,10,-10,10,10,-10,-10,10,-10,-10,-10,10
9326-07,13 de ago de 2014 22:26 hrs.,Sustituye el sistema electoral binominal por uno de car?cter proporcional inclusivo y fortalece la representatividad del Congreso Nacional.,numeral 11) del art?culo 1?,56,PRIMER TR?MITE / PRIMER INFORME,3/5,APROBADO,10,10,-10,10,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,-10,-5,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,10,10,-10,0,-10,10,0,0,10,10,10,10,-10,-10,-10,-10,10,10,10,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,10,-5,10,10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,-10,-10,10,10,-10,10,-10,10,-10
